GAME_DATE,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,kalshi_market_ticker,kalshi_event_ticker,kalshi_market_title,kalshi_market_subtitle,kalshi_market_status,kalshi_market_source,kalshi_yes_price,kalshi_yes_price_pregame,kalshi_pregame_sampled_ts,kalshi_no_price,kalshi_last_price,kalshi_price_home_win,kalshi_yes_team,kalshi_volume,kalshi_close_time,kalshi_settlement_ts
2026-01-09,MEM,OKC,KXNBAGAME-26JAN09OKCMEM-OKC,KXNBAGAME-26JAN09OKCMEM,Oklahoma City at Memphis Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,OKC,5143086.0,2026-01-10T03:43:36.230784Z,2026-01-10T03:53:01.287684Z
2025-12-20,DEN,HOU,KXNBAGAME-25DEC20HOUDEN-DEN,KXNBAGAME-25DEC20HOUDEN,Houston vs Denver Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DEN,5122836.0,2025-12-21T00:50:25.3438Z,2025-12-21T00:59:49.321839Z
2026-01-12,IND,BOS,KXNBAGAME-26JAN12BOSIND-BOS,KXNBAGAME-26JAN12BOSIND,Boston at Indiana Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,BOS,5113948.0,2026-01-13T02:55:31.164094Z,2026-01-13T03:04:51.93161Z
2026-01-23,OKC,IND,KXNBAGAME-26JAN23INDOKC-OKC,KXNBAGAME-26JAN23INDOKC,Indiana at Oklahoma City Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,OKC,5105776.0,2026-01-24T03:49:41.509949Z,2026-01-24T03:51:20.422156Z
2025-12-23,DAL,DEN,KXNBAGAME-25DEC23DENDAL-DEN,KXNBAGAME-25DEC23DENDAL,Denver vs Dallas Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DEN,5098020.0,2025-12-24T03:34:41.067424Z,2025-12-24T03:44:12.887323Z
2026-01-09,BOS,TOR,KXNBAGAME-26JAN09TORBOS-TOR,KXNBAGAME-26JAN09TORBOS,Toronto at Boston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,TOR,5093499.0,2026-01-10T02:40:14.536914Z,2026-01-10T02:49:41.333867Z
2026-01-27,WAS,POR,KXNBAGAME-26JAN27PORWAS-POR,KXNBAGAME-26JAN27PORWAS,Portland at Washington Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,POR,5070889.0,2026-01-28T02:42:16.681661Z,2026-01-28T02:43:50.777251Z
2025-12-04,PHI,GSW,KXNBAGAME-25DEC04GSWPHI-GSW,KXNBAGAME-25DEC04GSWPHI,Golden State vs Philadelphia Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,GSW,5069556.0,2025-12-05T02:44:42.213037Z,2025-12-05T02:54:03.472906Z
2025-12-31,SAS,NYK,KXNBAGAME-25DEC31NYKSAS-SAS,KXNBAGAME-25DEC31NYKSAS,New York vs San Antonio Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,SAS,5058408.0,2026-01-01T03:10:05.711367Z,2026-01-01T03:19:26.590547Z
2026-02-06,DET,NYK,KXNBAGAME-26FEB06NYKDET-NYK,KXNBAGAME-26FEB06NYKDET,New York at Detroit Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,NYK,5048905.0,2026-02-07T03:15:34Z,2026-02-07T03:17:10.876021Z
2025-11-15,MIN,DEN,KXNBAGAME-25NOV15DENMIN-DEN,KXNBAGAME-25NOV15DENMIN,Denver vs Minnesota Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DEN,5020619.0,2025-11-16T04:03:59.829116Z,2025-11-16T04:12:22.408573Z
2026-01-22,MIN,CHI,KXNBAGAME-26JAN22CHIMIN-CHI,KXNBAGAME-26JAN22CHIMIN,Chicago at Minnesota Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CHI,5013720.0,2026-01-23T03:39:40.743328Z,2026-01-23T03:41:20.386796Z
2025-11-26,OKC,MIN,KXNBAGAME-25NOV26MINOKC-MIN,KXNBAGAME-25NOV26MINOKC,Minnesota vs Oklahoma City Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIN,4990711.0,2025-11-27T03:39:46.581486Z,2025-11-27T03:49:07.483982Z
2025-12-26,CHI,PHI,KXNBAGAME-25DEC26PHICHI-CHI,KXNBAGAME-25DEC26PHICHI,Philadelphia vs Chicago Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CHI,4956421.0,2025-12-27T03:20:17.091856Z,2025-12-27T03:29:41.914342Z
2026-01-04,PHX,OKC,KXNBAGAME-26JAN04OKCPHX-OKC,KXNBAGAME-26JAN04OKCPHX,Oklahoma City vs Phoenix Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,OKC,4924569.0,2026-01-05T03:44:35.155626Z,2026-01-05T03:53:59.512865Z
2025-12-02,NOP,MIN,KXNBAGAME-25DEC02MINNOP-MIN,KXNBAGAME-25DEC02MINNOP,Minnesota vs New Orleans Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,MIN,4902469.0,2025-12-03T03:59:50.09614Z,2025-12-03T04:09:11.355124Z
2025-12-27,SAS,UTA,KXNBAGAME-25DEC27UTASAS-UTA,KXNBAGAME-25DEC27UTASAS,Utah vs San Antonio Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,UTA,4901936.0,2025-12-28T03:44:33.856566Z,2025-12-28T03:54:06.029409Z
2025-12-03,MIL,DET,KXNBAGAME-25DEC03DETMIL-MIL,KXNBAGAME-25DEC03DETMIL,Detroit vs Milwaukee Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,MIL,4886237.0,2025-12-04T03:54:36.020682Z,2025-12-04T04:03:57.367623Z
2026-01-08,UTA,DAL,KXNBAGAME-26JAN08DALUTA-UTA,KXNBAGAME-26JAN08DALUTA,Dallas at Utah Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,UTA,4870259.0,2026-01-09T04:25:21.170631Z,2026-01-09T04:34:47.751208Z
2025-11-11,PHI,BOS,KXNBAGAME-25NOV11BOSPHI-PHI,KXNBAGAME-25NOV11BOSPHI,Boston vs Philadelphia Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHI,4838098.0,2025-11-12T03:44:29.706977Z,2025-11-12T03:53:50.518496Z
2026-01-24,ORL,CLE,KXNBAGAME-26JAN24CLEORL-CLE,KXNBAGAME-26JAN24CLEORL,Cleveland at Orlando Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CLE,4825362.0,2026-01-25T02:49:45.236842Z,2026-01-25T02:51:20.555402Z
2026-02-07,ORL,UTA,KXNBAGAME-26FEB07UTAORL-ORL,KXNBAGAME-26FEB07UTAORL,Utah at Orlando Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,ORL,4821850.0,2026-02-08T02:45:43Z,2026-02-08T02:47:20.077701Z
2026-01-14,IND,TOR,KXNBAGAME-26JAN14TORIND-TOR,KXNBAGAME-26JAN14TORIND,Toronto at Indiana Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,TOR,4801502.0,2026-01-15T02:37:34.699032Z,2026-01-15T02:47:01.75287Z
2026-02-08,BOS,NYK,KXNBAGAME-26FEB08NYKBOS-BOS,KXNBAGAME-26FEB08NYKBOS,New York at Boston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,BOS,4777624.0,2026-02-08T20:10:50Z,2026-02-08T20:12:20.443655Z
2025-12-12,MEM,UTA,KXNBAGAME-25DEC12UTAMEM-UTA,KXNBAGAME-25DEC12UTAMEM,Utah vs Memphis Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,UTA,4775961.0,2025-12-13T03:54:34.582907Z,2025-12-13T04:03:54.501099Z
2025-11-04,TOR,MIL,KXNBAGAME-25NOV04MILTOR-MIL,KXNBAGAME-25NOV04MILTOR,Milwaukee vs Toronto Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIL,4774695.0,2025-11-05T03:10:13.263851Z,2025-11-05T03:19:33.694297Z
2025-12-10,OKC,PHX,KXNBAGAME-25DEC10PHXOKC-PHX,KXNBAGAME-25DEC10PHXOKC,Phoenix vs Oklahoma City Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHX,4770089.0,2025-12-11T03:00:34.475393Z,2025-12-11T03:09:55.182131Z
2026-01-15,MIA,BOS,KXNBAGAME-26JAN15BOSMIA-BOS,KXNBAGAME-26JAN15BOSMIA,Boston at Miami Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,BOS,4769528.0,2026-01-16T03:13:33.476011Z,2026-01-16T03:22:53.919349Z
2025-10-29,BOS,CLE,KXNBAGAME-25OCT29CLEBOS-CLE,KXNBAGAME-25OCT29CLEBOS,Cleveland vs Boston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CLE,4767966.0,2025-10-30T01:55:10.265996Z,2025-10-30T02:04:31.311433Z
2025-11-29,CHA,TOR,KXNBAGAME-25NOV29TORCHA-CHA,KXNBAGAME-25NOV29TORCHA,Toronto vs Charlotte Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CHA,4765112.0,2025-11-30T02:00:13.855656Z,2025-11-30T02:09:34.317672Z
2025-11-20,MIL,PHI,KXNBAGAME-25NOV20PHIMIL-PHI,KXNBAGAME-25NOV20PHIMIL,Philadelphia vs Milwaukee Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHI,4740136.0,2025-11-21T03:54:33.142864Z,2025-11-21T04:03:53.413468Z
2026-01-06,IND,CLE,KXNBAGAME-26JAN06CLEIND-CLE,KXNBAGAME-26JAN06CLEIND,Cleveland at Indiana Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CLE,4730687.0,2026-01-07T02:34:34.298429Z,2026-01-07T02:44:01.21237Z
2025-12-02,BOS,NYK,KXNBAGAME-25DEC02NYKBOS-NYK,KXNBAGAME-25DEC02NYKBOS,New York K vs Boston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,NYK,4727399.0,2025-12-03T03:49:49.023879Z,2025-12-03T03:59:10.457532Z
2025-11-30,PHI,ATL,KXNBAGAME-25NOV30ATLPHI-PHI,KXNBAGAME-25NOV30ATLPHI,Atlanta vs Philadelphia Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4715576.0,2025-12-01T02:24:31.131433Z,2025-12-01T02:36:27.776832Z
2026-01-29,PHI,SAC,KXNBAGAME-26JAN29SACPHI-PHI,KXNBAGAME-26JAN29SACPHI,Sacramento at Philadelphia Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHI,4637327.0,2026-01-30T02:50:13Z,2026-01-30T02:51:47.251424Z
2026-01-09,DEN,ATL,KXNBAGAME-26JAN09ATLDEN-DEN,KXNBAGAME-26JAN09ATLDEN,Atlanta at Denver Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DEN,4608115.0,2026-01-10T04:23:34.521946Z,2026-01-10T04:33:01.255072Z
2025-11-05,CLE,PHI,KXNBAGAME-25NOV05PHICLE-PHI,KXNBAGAME-25NOV05PHICLE,Philadelphia vs Cleveland Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4605304.0,2025-11-06T02:45:39.61635Z,2025-11-06T02:55:00.054432Z
2026-02-01,SAS,ORL,KXNBAGAME-26FEB01ORLSAS-SAS,KXNBAGAME-26FEB01ORLSAS,Orlando at San Antonio Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,SAS,4602619.0,2026-02-02T04:39:50Z,2026-02-02T04:41:27.104058Z
2025-11-23,PHX,SAS,KXNBAGAME-25NOV23SASPHX-PHX,KXNBAGAME-25NOV23SASPHX,San Antonio vs Phoenix Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHX,4596533.0,2025-11-24T03:49:38.320032Z,2025-11-24T03:58:59.353842Z
2025-12-27,ORL,DEN,KXNBAGAME-25DEC27DENORL-DEN,KXNBAGAME-25DEC27DENORL,Denver vs Orlando Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DEN,4587995.0,2025-12-28T03:19:55.274947Z,2025-12-28T03:29:21.820843Z
2026-01-19,DET,BOS,KXNBAGAME-26JAN19BOSDET-DET,KXNBAGAME-26JAN19BOSDET,Boston at Detroit Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DET,4583002.0,2026-01-20T04:09:38.62514Z,2026-01-20T04:11:11.249457Z
2025-11-19,MIA,GSW,KXNBAGAME-25NOV19GSWMIA-GSW,KXNBAGAME-25NOV19GSWMIA,Golden State vs Miami Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,GSW,4516162.0,2025-11-20T03:09:42.866012Z,2025-11-20T03:19:02.802063Z
2026-01-25,PHX,MIA,KXNBAGAME-26JAN25MIAPHX-PHX,KXNBAGAME-26JAN25MIAPHX,Miami at Phoenix Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHX,4512782.0,2026-01-26T03:57:24.467434Z,2026-01-26T03:59:00.661849Z
2025-10-26,CLE,MIL,KXNBAGAME-25OCT26MILCLE-MIL,KXNBAGAME-25OCT26MILCLE,Milwaukee vs Cleveland Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIL,4507684.0,2025-10-27T01:15:49.415991Z,2025-10-27T01:25:09.58523Z
2026-01-21,MEM,ATL,KXNBAGAME-26JAN21ATLMEM-MEM,KXNBAGAME-26JAN21ATLMEM,Atlanta at Memphis Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MEM,4499915.0,2026-01-22T03:45:27.27288Z,2026-01-22T03:47:05.136133Z
2025-12-30,UTA,BOS,KXNBAGAME-25DEC30BOSUTA-UTA,KXNBAGAME-25DEC30BOSUTA,Boston vs Utah Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,UTA,4497571.0,2025-12-31T04:40:09.292448Z,2025-12-31T04:49:31.85594Z
2025-11-02,PHX,SAS,KXNBAGAME-25NOV02SASPHX-SAS,KXNBAGAME-25NOV02SASPHX,San Antonio vs Phoenix Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAS,4494937.0,2025-11-03T03:39:53.748952Z,2025-11-03T03:49:14.072649Z
2025-11-28,DET,ORL,KXNBAGAME-25NOV28ORLDET-DET,KXNBAGAME-25NOV28ORLDET,Orlando vs Detroit Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DET,4492940.0,2025-11-29T03:24:43.204351Z,2025-11-29T03:34:04.411323Z
2026-01-16,BKN,CHI,KXNBAGAME-26JAN16CHIBKN-CHI,KXNBAGAME-26JAN16CHIBKN,Chicago at Brooklyn Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CHI,4489133.0,2026-01-17T03:15:28.424736Z,2026-01-17T03:24:50.999726Z
2026-01-13,HOU,CHI,KXNBAGAME-26JAN13CHIHOU-CHI,KXNBAGAME-26JAN13CHIHOU,Chicago at Houston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CHI,4421701.0,2026-01-14T03:35:39.992195Z,2026-01-14T03:45:08.630016Z
2026-03-13,TOR,PHX,KXNBAGAME-26MAR13PHXTOR-PHX,KXNBAGAME-26MAR13PHXTOR,Phoenix at Toronto Winner?,,finalized,live,0.5,0.355,2026-03-13T23:34:00+00:00,0.5,0.01,0.645,PHX,4419704.0,2026-03-14T02:24:23Z,2026-03-14T02:25:58.925394Z
2026-01-26,CLE,ORL,KXNBAGAME-26JAN26ORLCLE-ORL,KXNBAGAME-26JAN26ORLCLE,Orlando at Cleveland Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,ORL,4409862.0,2026-01-27T02:55:32.215734Z,2026-01-27T02:57:10.647903Z
2026-01-30,ORL,TOR,KXNBAGAME-26JAN30TORORL-TOR,KXNBAGAME-26JAN30TORORL,Toronto at Orlando Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,TOR,4408345.0,2026-01-31T03:37:28Z,2026-01-31T03:39:07.136344Z
2025-11-12,NYK,ORL,KXNBAGAME-25NOV12ORLNYK-NYK,KXNBAGAME-25NOV12ORLNYK,Orlando vs New York K Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,NYK,4383548.0,2025-11-13T03:09:48.72535Z,2025-11-13T03:19:08.461559Z
2025-11-16,UTA,CHI,KXNBAGAME-25NOV16CHIUTA-CHI,KXNBAGAME-25NOV16CHIUTA,Chicago vs Utah Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CHI,4381454.0,2025-11-17T04:39:28.917803Z,2025-11-17T04:48:48.454779Z
2026-01-26,CHA,PHI,KXNBAGAME-26JAN26PHICHA-PHI,KXNBAGAME-26JAN26PHICHA,Philadelphia at Charlotte Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4330986.0,2026-01-26T22:53:39.013771Z,2026-01-26T22:55:10.920792Z
2025-12-19,NYK,PHI,KXNBAGAME-25DEC19PHINYK-PHI,KXNBAGAME-25DEC19PHINYK,Philadelphia vs New York Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHI,4328632.0,2025-12-20T02:54:29.847866Z,2025-12-20T03:03:51.558761Z
2026-01-21,CHA,CLE,KXNBAGAME-26JAN21CLECHA-CLE,KXNBAGAME-26JAN21CLECHA,Cleveland at Charlotte Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CLE,4324885.0,2026-01-22T03:00:23.489849Z,2026-01-22T03:01:54.914917Z
2025-12-14,ATL,PHI,KXNBAGAME-25DEC14PHIATL-PHI,KXNBAGAME-25DEC14PHIATL,Philadelphia vs Atlanta Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4322298.0,2025-12-15T01:44:42.986392Z,2025-12-15T01:54:48.761652Z
2025-12-08,NOP,SAS,KXNBAGAME-25DEC08SASNOP-SAS,KXNBAGAME-25DEC08SASNOP,San Antonio vs New Orleans Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,SAS,4319832.0,2025-12-09T03:44:34.23357Z,2025-12-09T03:53:54.488251Z
2026-01-31,HOU,DAL,KXNBAGAME-26JAN31DALHOU-DAL,KXNBAGAME-26JAN31DALHOU,Dallas at Houston Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DAL,4311283.0,2026-02-01T04:10:05Z,2026-02-01T04:11:37.250428Z
2026-01-18,SAC,POR,KXNBAGAME-26JAN18PORSAC-SAC,KXNBAGAME-26JAN18PORSAC,Portland at Sacramento Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAC,4301694.0,2026-01-19T04:39:46.187215Z,2026-01-19T04:41:18.376436Z
2026-02-04,MIL,NOP,KXNBAGAME-26FEB04NOPMIL-MIL,KXNBAGAME-26FEB04NOPMIL,New Orleans at Milwaukee Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,MIL,4269638.0,2026-02-05T04:00:41Z,2026-02-05T04:02:17.059589Z
2026-02-03,DET,DEN,KXNBAGAME-26FEB03DENDET-DEN,KXNBAGAME-26FEB03DENDET,Denver at Detroit Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DEN,4259481.0,2026-02-04T03:00:58Z,2026-02-04T03:02:37.105075Z
2025-11-18,ATL,DET,KXNBAGAME-25NOV18DETATL-DET,KXNBAGAME-25NOV18DETATL,Detroit vs Atlanta Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DET,4233844.0,2025-11-19T03:14:34.931877Z,2025-11-19T03:23:54.863355Z
2025-12-08,IND,SAC,KXNBAGAME-25DEC08SACIND-SAC,KXNBAGAME-25DEC08SACIND,Sacramento vs Indiana Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAC,4230781.0,2025-12-09T02:39:42.773863Z,2025-12-09T02:49:02.456825Z
2026-01-05,OKC,CHA,KXNBAGAME-26JAN05CHAOKC-CHA,KXNBAGAME-26JAN05CHAOKC,Charlotte vs Oklahoma City Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CHA,4228605.0,2026-01-06T03:40:13.083364Z,2026-01-06T03:49:39.515196Z
2025-11-22,ORL,NYK,KXNBAGAME-25NOV22NYKORL-NYK,KXNBAGAME-25NOV22NYKORL,New York K vs Orlando Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,NYK,4213558.0,2025-11-23T01:19:50.804337Z,2025-11-23T01:29:11.365608Z
2025-11-29,MIN,BOS,KXNBAGAME-25NOV29BOSMIN-BOS,KXNBAGAME-25NOV29BOSMIN,Boston vs Minnesota Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,BOS,4197372.0,2025-11-30T00:34:46.574474Z,2025-11-30T00:44:11.231154Z
2025-10-24,TOR,MIL,KXNBAGAME-25OCT24MILTOR-MIL,KXNBAGAME-25OCT24MILTOR,Milwaukee vs Toronto Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,MIL,4197163.0,2025-10-25T01:35:58.693331Z,2025-10-25T01:45:18.441965Z
2025-12-28,OKC,PHI,KXNBAGAME-25DEC28PHIOKC-PHI,KXNBAGAME-25DEC28PHIOKC,Philadelphia vs Oklahoma City Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4195265.0,2025-12-28T23:04:35.740197Z,2025-12-28T23:14:01.907154Z
2025-11-12,SAS,GSW,KXNBAGAME-25NOV12GSWSAS-SAS,KXNBAGAME-25NOV12GSWSAS,Golden State vs San Antonio Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAS,4190907.0,2025-11-13T04:14:32.565636Z,2025-11-13T04:23:53.501003Z
2025-12-26,NOP,PHX,KXNBAGAME-25DEC26PHXNOP-PHX,KXNBAGAME-25DEC26PHXNOP,Phoenix vs New Orleans Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,PHX,4189391.0,2025-12-27T03:54:29.131724Z,2025-12-27T04:03:51.778798Z
2025-10-22,ORL,MIA,KXNBAGAME-25OCT22MIAORL-MIA,KXNBAGAME-25OCT22MIAORL,Miami vs Orlando Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIA,4169923.0,2025-10-23T02:00:23.968287Z,2025-10-23T02:09:45.085528Z
2026-02-07,ATL,CHA,KXNBAGAME-26FEB07CHAATL-CHA,KXNBAGAME-26FEB07CHAATL,Charlotte at Atlanta Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,CHA,4154138.0,2026-02-08T03:13:32Z,2026-02-08T03:15:10.045648Z
2025-11-14,NYK,MIA,KXNBAGAME-25NOV14MIANYK-MIA,KXNBAGAME-25NOV14MIANYK,Miami vs New York K Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIA,4153460.0,2025-11-15T03:04:37.290467Z,2025-11-15T03:13:57.4494Z
2026-01-27,NYK,SAC,KXNBAGAME-26JAN27SACNYK-SAC,KXNBAGAME-26JAN27SACNYK,Sacramento at New York Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAC,4152286.0,2026-01-28T03:00:31.768321Z,2026-01-28T03:02:10.682904Z
2026-01-17,DEN,WAS,KXNBAGAME-26JAN17WASDEN-DEN,KXNBAGAME-26JAN17WASDEN,Washington at Denver Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DEN,4151262.0,2026-01-18T04:45:24.716717Z,2026-01-18T04:47:01.148371Z
2026-01-14,PHI,CLE,KXNBAGAME-26JAN14CLEPHI-PHI,KXNBAGAME-26JAN14CLEPHI,Cleveland at Philadelphia Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,PHI,4136478.0,2026-01-15T02:39:52.513649Z,2026-01-15T02:49:21.737276Z
2026-01-05,DET,NYK,KXNBAGAME-26JAN05NYKDET-NYK,KXNBAGAME-26JAN05NYKDET,New York vs Detroit Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,NYK,4133145.0,2026-01-06T02:40:29.216971Z,2026-01-06T02:49:49.568158Z
2025-11-13,CLE,TOR,KXNBAGAME-25NOV13TORCLE-CLE,KXNBAGAME-25NOV13TORCLE,Toronto vs Cleveland Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CLE,4125129.0,2025-11-14T02:49:29.743787Z,2025-11-14T02:58:50.263368Z
2026-01-14,CHI,UTA,KXNBAGAME-26JAN14UTACHI-UTA,KXNBAGAME-26JAN14UTACHI,Utah at Chicago Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,UTA,4084894.0,2026-01-15T03:41:23.645806Z,2026-01-15T03:50:51.836525Z
2025-11-10,DET,WAS,KXNBAGAME-25NOV10WASDET-DET,KXNBAGAME-25NOV10WASDET,Washington vs Detroit Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DET,4083804.0,2025-11-11T03:24:34.929716Z,2025-11-11T03:33:54.390591Z
2026-02-12,UTA,POR,KXNBAGAME-26FEB12PORUTA-UTA,KXNBAGAME-26FEB12PORUTA,Portland at Utah Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,UTA,4077183.0,2026-02-13T04:41:28Z,2026-02-13T04:43:01.150877Z
2025-11-21,DAL,NOP,KXNBAGAME-25NOV21NOPDAL-DAL,KXNBAGAME-25NOV21NOPDAL,New Orleans vs Dallas Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,DAL,4060080.0,2025-11-22T04:24:37.434753Z,2025-11-22T04:33:58.153315Z
2026-01-25,SAS,NOP,KXNBAGAME-26JAN25NOPSAS-SAS,KXNBAGAME-26JAN25NOPSAS,New Orleans at San Antonio Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,SAS,4050491.0,2026-01-26T02:33:33.865893Z,2026-01-26T02:35:10.35874Z
2025-12-15,MIA,TOR,KXNBAGAME-25DEC15TORMIA-TOR,KXNBAGAME-25DEC15TORMIA,Toronto vs Miami Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,TOR,4038336.0,2025-12-16T03:14:33.352664Z,2025-12-16T03:24:12.107652Z
2026-01-25,MIN,GSW,KXNBAGAME-26JAN24GSWMIN-MIN,KXNBAGAME-26JAN24GSWMIN,Golden State at Minnesota Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,MIN,4005882.0,2026-01-26T01:01:32.405378Z,2026-01-26T01:03:10.516334Z
2025-12-22,CLE,CHA,KXNBAGAME-25DEC22CHACLE-CHA,KXNBAGAME-25DEC22CHACLE,Charlotte vs Cleveland Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,CHA,3998380.0,2025-12-23T03:00:39.393619Z,2025-12-23T03:10:00.071587Z
2026-01-07,BKN,ORL,KXNBAGAME-26JAN07ORLBKN-ORL,KXNBAGAME-26JAN07ORLBKN,Orlando at Brooklyn Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,ORL,3994451.0,2026-01-08T03:31:29.924644Z,2026-01-08T03:40:51.425141Z
2025-12-28,POR,BOS,KXNBAGAME-25DEC28BOSPOR-POR,KXNBAGAME-25DEC28BOSPOR,Boston vs Portland Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,POR,3987838.0,2025-12-29T01:49:40.573251Z,2025-12-29T01:59:01.889944Z
2025-11-09,MIL,HOU,KXNBAGAME-25NOV09HOUMIL-HOU,KXNBAGAME-25NOV09HOUMIL,Houston vs Milwaukee Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,HOU,3981091.0,2025-11-09T23:24:36.321072Z,2025-11-09T23:33:57.043738Z
2026-02-05,DAL,SAS,KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,San Antonio at Dallas Winner?,,finalized,historical,0.5,,,0.5,0.01,0.5,DAL,3972691.0,2026-02-06T04:05:28Z,2026-02-06T04:07:00.17759Z
2026-01-15,HOU,OKC,KXNBAGAME-26JAN15OKCHOU-OKC,KXNBAGAME-26JAN15OKCHOU,Oklahoma City at Houston Winner?,,finalized,historical,0.5,,,0.5,0.99,0.5,OKC,3969365.0,2026-01-16T03:07:32.283368Z,2026-01-16T03:16:53.841662Z
