GAME_DATE,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,kalshi_market_ticker,kalshi_event_ticker,kalshi_market_title,kalshi_market_subtitle,kalshi_market_status,kalshi_market_source,kalshi_yes_price,kalshi_yes_price_pregame,kalshi_pregame_sampled_ts,kalshi_no_price,kalshi_last_price,kalshi_price_home_win,kalshi_yes_team,kalshi_volume,kalshi_close_time,kalshi_settlement_ts
2026-03-15,NYK,GSW,KXNBAGAME-26MAR15GSWNYK-GSW,KXNBAGAME-26MAR15GSWNYK,Golden State at New York Winner?,,finalized,live,0.005,0.115,2026-03-16T00:02:00+00:00,0.995,0.01,0.885,GSW,14813994.0,2026-03-16T02:52:03Z,2026-03-16T02:53:43.192235Z
2026-02-25,DET,OKC,KXNBAGAME-26FEB25OKCDET-OKC,KXNBAGAME-26FEB25OKCDET,Oklahoma City at Detroit Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,OKC,10602586.0,2026-02-26T03:20:34Z,2026-02-26T03:22:05.889236Z
2026-03-09,OKC,DEN,KXNBAGAME-26MAR09DENOKC-OKC,KXNBAGAME-26MAR09DENOKC,Denver at Oklahoma City Winner?,,finalized,live,0.995,0.435,2026-03-09T23:52:00+00:00,0.005,0.99,0.435,OKC,10340746.0,2026-03-10T02:42:05Z,2026-03-10T02:43:43.288829Z
2026-02-22,GSW,DEN,KXNBAGAME-26FEB22DENGSW-DEN,KXNBAGAME-26FEB22DENGSW,Denver at Golden State Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,DEN,9385200.0,2026-02-22T23:22:34Z,2026-02-22T23:24:07.130882Z
2026-02-22,OKC,CLE,KXNBAGAME-26FEB22CLEOKC-CLE,KXNBAGAME-26FEB22CLEOKC,Cleveland at Oklahoma City Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,CLE,9206073.0,2026-02-22T20:48:38Z,2026-02-22T20:50:16.992461Z
2026-03-01,NYK,SAS,KXNBAGAME-26MAR01SASNYK-SAS,KXNBAGAME-26MAR01SASNYK,San Antonio at New York Winner?,,finalized,historical,0.005,0.515,2026-03-01T18:06:00+00:00,0.995,0.01,0.485,SAS,9170881.0,2026-03-01T20:56:12Z,2026-03-01T20:57:47.163626Z
2026-02-21,PHX,ORL,KXNBAGAME-26FEB21ORLPHX-ORL,KXNBAGAME-26FEB21ORLPHX,Orlando at Phoenix Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,ORL,8448867.0,2026-02-22T01:16:22Z,2026-02-22T01:17:56.920772Z
2026-03-15,PHI,POR,KXNBAGAME-26MAR15PORPHI-PHI,KXNBAGAME-26MAR15PORPHI,Portland at Philadelphia Winner?,,finalized,live,0.995,0.255,2026-03-15T21:36:00+00:00,0.005,0.99,0.255,PHI,8221751.0,2026-03-16T00:26:05Z,2026-03-16T00:27:40.202991Z
2026-02-28,MIA,HOU,KXNBAGAME-26FEB28HOUMIA-HOU,KXNBAGAME-26FEB28HOUMIA,Houston at Miami Winner?,,finalized,historical,0.005,0.56,2026-02-28T20:37:00+00:00,0.995,0.01,0.44,HOU,7987546.0,2026-02-28T23:27:56Z,2026-02-28T23:29:27.213382Z
2026-02-21,NYK,HOU,KXNBAGAME-26FEB21HOUNYK-NYK,KXNBAGAME-26FEB21HOUNYK,Houston at New York Winner?,,finalized,historical,0.995,,,0.005,0.99,0.995,NYK,7875842.0,2026-02-22T04:24:05Z,2026-02-22T04:25:37.027956Z
2026-03-23,CHI,HOU,KXNBAGAME-26MAR23HOUCHI-HOU,KXNBAGAME-26MAR23HOUCHI,Houston at Chicago Winner?,,finalized,live,0.005,0.775,2026-03-23T23:46:00+00:00,0.995,0.01,0.225,HOU,7598858.0,2026-03-24T02:36:12Z,2026-03-24T02:37:51.58455Z
2026-03-10,SAS,BOS,KXNBAGAME-26MAR10BOSSAS-BOS,KXNBAGAME-26MAR10BOSSAS,Boston at San Antonio Winner?,,finalized,live,0.005,0.415,2026-03-11T00:04:00+00:00,0.995,0.01,0.585,BOS,6626528.0,2026-03-11T02:54:07Z,2026-03-11T02:55:37.686228Z
2026-03-08,MIA,DET,KXNBAGAME-26MAR08DETMIA-DET,KXNBAGAME-26MAR08DETMIA,Detroit at Miami Winner?,,finalized,live,0.005,0.515,2026-03-08T22:02:00+00:00,0.995,0.01,0.485,DET,6508524.0,2026-03-09T00:52:07Z,2026-03-09T00:53:38.855184Z
2026-03-11,ORL,CLE,KXNBAGAME-26MAR11CLEORL-CLE,KXNBAGAME-26MAR11CLEORL,Cleveland at Orlando Winner?,,finalized,live,0.005,0.595,2026-03-11T23:38:00+00:00,0.995,0.01,0.405,CLE,6450765.0,2026-03-12T02:28:12Z,2026-03-12T02:29:57.402619Z
2026-03-03,CLE,DET,KXNBAGAME-26MAR03DETCLE-DET,KXNBAGAME-26MAR03DETCLE,Detroit at Cleveland Winner?,,finalized,historical,0.005,0.575,2026-03-03T23:48:00+00:00,0.995,0.01,0.425,DET,6274104.0,2026-03-04T02:38:05Z,2026-03-04T02:39:37.128293Z
2026-03-21,HOU,MIA,KXNBAGAME-26MAR21MIAHOU-HOU,KXNBAGAME-26MAR21MIAHOU,Miami at Houston Winner?,,finalized,live,0.995,0.565,2026-03-21T23:54:00+00:00,0.005,0.99,0.565,HOU,6195209.0,2026-03-22T02:44:06Z,2026-03-22T02:45:41.058764Z
2026-03-24,NYK,NOP,KXNBAGAME-26MAR24NOPNYK-NYK,KXNBAGAME-26MAR24NOPNYK,New Orleans at New York Winner?,,finalized,live,0.995,0.765,2026-03-24T23:18:00+00:00,0.005,0.99,0.765,NYK,6065315.0,2026-03-25T02:08:56Z,2026-03-25T02:10:31.132323Z
2026-03-01,BOS,PHI,KXNBAGAME-26MAR01PHIBOS-BOS,KXNBAGAME-26MAR01PHIBOS,Philadelphia at Boston Winner?,,finalized,historical,0.995,0.755,2026-03-02T00:55:00+00:00,0.005,0.99,0.755,BOS,5727349.0,2026-03-02T03:45:59Z,2026-03-02T03:47:37.110213Z
2026-03-15,TOR,DET,KXNBAGAME-26MAR15DETTOR-DET,KXNBAGAME-26MAR15DETTOR,Detroit at Toronto Winner?,,finalized,live,0.005,0.595,2026-03-15T19:20:00+00:00,0.995,0.01,0.405,DET,5413257.0,2026-03-15T22:10:36Z,2026-03-15T22:12:09.885208Z
2026-03-16,BOS,PHX,KXNBAGAME-26MAR16PHXBOS-BOS,KXNBAGAME-26MAR16PHXBOS,Phoenix at Boston Winner?,,finalized,live,0.995,0.775,2026-03-16T23:28:00+00:00,0.005,0.99,0.775,BOS,5237547.0,2026-03-17T02:18:13Z,2026-03-17T02:19:49.936898Z
2026-02-26,PHI,MIA,KXNBAGAME-26FEB26MIAPHI-PHI,KXNBAGAME-26FEB26MIAPHI,Miami at Philadelphia Winner?,,finalized,historical,0.995,0.555,2026-02-26T23:50:00+00:00,0.005,0.99,0.555,PHI,5222859.0,2026-02-27T02:40:27Z,2026-02-27T02:41:59.377078Z
2026-03-19,SAS,PHX,KXNBAGAME-26MAR19PHXSAS-SAS,KXNBAGAME-26MAR19PHXSAS,Phoenix at San Antonio Winner?,,finalized,live,0.995,0.805,2026-03-19T23:58:00+00:00,0.005,0.99,0.805,SAS,5152365.0,2026-03-20T02:48:22Z,2026-03-20T02:49:53.512761Z
2026-03-06,BOS,DAL,KXNBAGAME-26MAR06DALBOS-DAL,KXNBAGAME-26MAR06DALBOS,Dallas at Boston Winner?,,finalized,live,0.005,0.105,2026-03-06T23:46:00+00:00,0.995,0.01,0.895,DAL,5143726.0,2026-03-07T02:36:16Z,2026-03-07T02:37:48.851704Z
2026-03-09,UTA,GSW,KXNBAGAME-26MAR09GSWUTA-UTA,KXNBAGAME-26MAR09GSWUTA,Golden State at Utah Winner?,,finalized,live,0.995,0.295,2026-03-10T01:00:00+00:00,0.005,0.99,0.295,UTA,5100953.0,2026-03-10T03:50:41Z,2026-03-10T03:52:13.056533Z
2026-03-18,MEM,DEN,KXNBAGAME-26MAR18DENMEM-DEN,KXNBAGAME-26MAR18DENMEM,Denver at Memphis Winner?,,finalized,live,0.005,0.875,2026-03-19T00:28:00+00:00,0.995,0.01,0.125,DEN,5027377.0,2026-03-19T03:18:02Z,2026-03-19T03:19:52.154625Z
2026-03-24,CLE,ORL,KXNBAGAME-26MAR24ORLCLE-ORL,KXNBAGAME-26MAR24ORLCLE,Orlando at Cleveland Winner?,,finalized,live,0.005,0.205,2026-03-24T23:58:00+00:00,0.995,0.01,0.795,ORL,4928575.0,2026-03-25T02:48:00Z,2026-03-25T02:49:31.133199Z
2026-02-25,MIL,CLE,KXNBAGAME-26FEB25CLEMIL-CLE,KXNBAGAME-26FEB25CLEMIL,Cleveland at Milwaukee Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,CLE,4902538.0,2026-02-26T03:36:22Z,2026-02-26T03:37:55.780345Z
2026-03-07,OKC,GSW,KXNBAGAME-26MAR07GSWOKC-GSW,KXNBAGAME-26MAR07GSWOKC,Golden State at Oklahoma City Winner?,,finalized,live,0.005,0.165,2026-03-08T01:20:00+00:00,0.995,0.01,0.835,GSW,4692073.0,2026-03-08T04:10:32Z,2026-03-08T04:12:08.884934Z
2026-02-11,DEN,MEM,KXNBAGAME-26FEB11MEMDEN-MEM,KXNBAGAME-26FEB11MEMDEN,Memphis at Denver Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,MEM,4479925.0,2026-02-12T04:43:32Z,2026-02-12T04:45:10.068566Z
2026-03-07,ATL,PHI,KXNBAGAME-26MAR07PHIATL-PHI,KXNBAGAME-26MAR07PHIATL,Philadelphia at Atlanta Winner?,,finalized,live,0.005,0.295,2026-03-07T22:54:00+00:00,0.995,0.01,0.705,PHI,4384681.0,2026-03-08T01:44:08Z,2026-03-08T01:45:38.877373Z
2026-02-24,NOP,GSW,KXNBAGAME-26FEB24GSWNOP-GSW,KXNBAGAME-26FEB24GSWNOP,Golden State at New Orleans Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,GSW,4279617.0,2026-02-25T03:48:29Z,2026-02-25T03:50:05.751586Z
2026-03-13,HOU,NOP,KXNBAGAME-26MAR13NOPHOU-HOU,KXNBAGAME-26MAR13NOPHOU,New Orleans at Houston Winner?,,finalized,live,0.995,0.685,2026-03-13T23:52:00+00:00,0.005,0.99,0.685,HOU,4241303.0,2026-03-14T02:42:04Z,2026-03-14T02:43:38.999062Z
2026-02-21,NOP,PHI,KXNBAGAME-26FEB21PHINOP-PHI,KXNBAGAME-26FEB21PHINOP,Philadelphia at New Orleans Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,PHI,4232426.0,2026-02-22T02:46:19Z,2026-02-22T02:47:56.628281Z
2026-03-16,ATL,ORL,KXNBAGAME-26MAR16ORLATL-ORL,KXNBAGAME-26MAR16ORLATL,Orlando at Atlanta Winner?,,finalized,live,0.005,0.425,2026-03-16T23:08:00+00:00,0.995,0.01,0.575,ORL,4158257.0,2026-03-17T01:58:23Z,2026-03-17T01:59:59.908328Z
2026-03-05,ORL,DAL,KXNBAGAME-26MAR05DALORL-DAL,KXNBAGAME-26MAR05DALORL,Dallas at Orlando Winner?,,finalized,live,0.005,0.255,2026-03-05T23:54:00+00:00,0.995,0.01,0.745,DAL,4153590.0,2026-03-06T02:44:13Z,2026-03-06T02:45:49.09507Z
2026-03-06,HOU,POR,KXNBAGAME-26MAR06PORHOU-HOU,KXNBAGAME-26MAR06PORHOU,Portland at Houston Winner?,,finalized,live,0.995,0.715,2026-03-07T00:48:00+00:00,0.005,0.99,0.715,HOU,4153206.0,2026-03-07T03:38:07Z,2026-03-07T03:39:39.102031Z
2026-03-15,OKC,MIN,KXNBAGAME-26MAR15MINOKC-OKC,KXNBAGAME-26MAR15MINOKC,Minnesota at Oklahoma City Winner?,,finalized,live,0.995,0.775,2026-03-15T17:02:00+00:00,0.005,0.99,0.775,OKC,4151649.0,2026-03-15T19:52:16Z,2026-03-15T19:53:49.917936Z
2026-03-08,SAS,HOU,KXNBAGAME-26MAR08HOUSAS-SAS,KXNBAGAME-26MAR08HOUSAS,Houston at San Antonio Winner?,,finalized,live,0.995,0.675,2026-03-09T00:09:00+00:00,0.005,0.99,0.675,SAS,4135157.0,2026-03-09T02:59:04Z,2026-03-09T03:00:39.268989Z
2026-02-09,BKN,CHI,KXNBAGAME-26FEB09CHIBKN-CHI,KXNBAGAME-26FEB09CHIBKN,Chicago at Brooklyn Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,CHI,4097864.0,2026-02-10T03:17:43Z,2026-02-10T03:19:20.201179Z
2026-02-11,CLE,WAS,KXNBAGAME-26FEB11WASCLE-WAS,KXNBAGAME-26FEB11WASCLE,Washington at Cleveland Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,WAS,3949597.0,2026-02-12T02:58:04Z,2026-02-12T02:59:40.401801Z
2026-03-10,PHI,MEM,KXNBAGAME-26MAR10MEMPHI-PHI,KXNBAGAME-26MAR10MEMPHI,Memphis at Philadelphia Winner?,,finalized,live,0.995,0.515,2026-03-10T23:21:00+00:00,0.005,0.99,0.515,PHI,3936288.0,2026-03-11T02:11:15Z,2026-03-11T02:12:47.040373Z
2026-02-21,SAS,SAC,KXNBAGAME-26FEB21SACSAS-SAC,KXNBAGAME-26FEB21SACSAS,Sacramento at San Antonio Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,SAC,3910738.0,2026-02-22T03:46:12Z,2026-02-22T03:47:48.250088Z
2026-03-08,SAC,CHI,KXNBAGAME-26MAR08CHISAC-CHI,KXNBAGAME-26MAR08CHISAC,Chicago at Sacramento Winner?,,finalized,live,0.005,0.635,2026-03-09T01:07:00+00:00,0.995,0.01,0.365,CHI,3739834.0,2026-03-09T03:57:59Z,2026-03-09T03:59:29.192798Z
2026-02-20,MIN,DAL,KXNBAGAME-26FEB20DALMIN-DAL,KXNBAGAME-26FEB20DALMIN,Dallas at Minnesota Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,DAL,3637715.0,2026-02-21T03:20:45Z,2026-02-21T03:22:16.638338Z
2026-03-08,NOP,WAS,KXNBAGAME-26MAR08WASNOP-WAS,KXNBAGAME-26MAR08WASNOP,Washington at New Orleans Winner?,,finalized,live,0.005,0.175,2026-03-08T23:04:00+00:00,0.995,0.01,0.825,WAS,3620545.0,2026-03-09T01:54:16Z,2026-03-09T01:55:48.750978Z
2026-03-05,SAS,DET,KXNBAGAME-26MAR05DETSAS-SAS,KXNBAGAME-26MAR05DETSAS,Detroit at San Antonio Winner?,,finalized,live,0.995,0.575,2026-03-06T01:02:00+00:00,0.005,0.99,0.575,SAS,3566762.0,2026-03-06T03:52:02Z,2026-03-06T03:53:38.840132Z
2026-03-14,SAS,CHA,KXNBAGAME-26MAR14CHASAS-SAS,KXNBAGAME-26MAR14CHASAS,Charlotte at San Antonio Winner?,,finalized,live,0.995,0.695,2026-03-14T19:28:00+00:00,0.005,0.99,0.695,SAS,3553740.0,2026-03-14T22:18:07Z,2026-03-14T22:19:39.804304Z
2026-03-18,BOS,GSW,KXNBAGAME-26MAR18GSWBOS-BOS,KXNBAGAME-26MAR18GSWBOS,Golden State at Boston Winner?,,finalized,live,0.995,0.845,2026-03-18T22:51:00+00:00,0.005,0.99,0.845,BOS,3498037.0,2026-03-19T01:41:01Z,2026-03-19T01:42:30.966328Z
2026-02-11,CHA,ATL,KXNBAGAME-26FEB11ATLCHA-CHA,KXNBAGAME-26FEB11ATLCHA,Atlanta at Charlotte Winner?,,finalized,historical,0.995,,,0.005,0.99,0.995,CHA,3417305.0,2026-02-12T02:44:03Z,2026-02-12T02:45:40.538009Z
2026-02-10,PHX,DAL,KXNBAGAME-26FEB10DALPHX-DAL,KXNBAGAME-26FEB10DALPHX,Dallas at Phoenix Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,DAL,3409414.0,2026-02-11T04:27:27Z,2026-02-11T04:29:00.347419Z
2026-03-22,DEN,POR,KXNBAGAME-26MAR22PORDEN-DEN,KXNBAGAME-26MAR22PORDEN,Portland at Denver Winner?,,finalized,live,0.995,0.755,2026-03-22T20:38:00+00:00,0.005,0.99,0.755,DEN,3375959.0,2026-03-22T23:28:07Z,2026-03-22T23:29:40.963803Z
2026-02-24,CLE,NYK,KXNBAGAME-26FEB24NYKCLE-NYK,KXNBAGAME-26FEB24NYKCLE,New York at Cleveland Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,NYK,3344305.0,2026-02-25T03:20:59Z,2026-02-25T03:22:36.443Z
2026-02-28,CHA,POR,KXNBAGAME-26FEB28PORCHA-POR,KXNBAGAME-26FEB28PORCHA,Portland at Charlotte Winner?,,finalized,historical,0.005,0.295,2026-02-28T17:56:00+00:00,0.995,0.01,0.705,POR,3261462.0,2026-02-28T20:46:01Z,2026-02-28T20:47:36.929921Z
2026-03-17,MIN,PHX,KXNBAGAME-26MAR17PHXMIN-PHX,KXNBAGAME-26MAR17PHXMIN,Phoenix at Minnesota Winner?,,finalized,live,0.005,0.405,2026-03-17T23:54:00+00:00,0.995,0.01,0.595,PHX,3231534.0,2026-03-18T02:44:17Z,2026-03-18T02:45:49.415319Z
2026-03-04,PHI,UTA,KXNBAGAME-26MAR04UTAPHI-PHI,KXNBAGAME-26MAR04UTAPHI,Utah at Philadelphia Winner?,,finalized,historical,0.995,0.735,2026-03-05T00:16:00+00:00,0.005,0.99,0.735,PHI,3120832.0,2026-03-05T03:06:03Z,2026-03-05T03:07:37.469355Z
2026-03-24,CHA,SAC,KXNBAGAME-26MAR24SACCHA-SAC,KXNBAGAME-26MAR24SACCHA,Sacramento at Charlotte Winner?,,finalized,live,0.005,0.075,2026-03-24T22:38:00+00:00,0.995,0.01,0.925,SAC,2933948.0,2026-03-25T01:28:08Z,2026-03-25T01:29:40.921111Z
2026-03-16,NOP,DAL,KXNBAGAME-26MAR16DALNOP-DAL,KXNBAGAME-26MAR16DALNOP,Dallas at New Orleans Winner?,,finalized,live,0.005,0.255,2026-03-16T23:40:00+00:00,0.995,0.01,0.745,DAL,2866462.0,2026-03-17T02:30:42Z,2026-03-17T02:32:19.940726Z
2026-03-03,MIN,MEM,KXNBAGAME-26MAR03MEMMIN-MEM,KXNBAGAME-26MAR03MEMMIN,Memphis at Minnesota Winner?,,finalized,historical,0.005,0.135,2026-03-04T00:50:00+00:00,0.995,0.01,0.865,MEM,2805654.0,2026-03-04T03:40:51Z,2026-03-04T03:42:26.866564Z
2026-03-09,CLE,PHI,KXNBAGAME-26MAR09PHICLE-PHI,KXNBAGAME-26MAR09PHICLE,Philadelphia at Cleveland Winner?,,finalized,live,0.005,0.125,2026-03-09T22:46:00+00:00,0.995,0.01,0.875,PHI,2785798.0,2026-03-10T01:36:04Z,2026-03-10T01:37:42.894204Z
2026-03-07,MIL,UTA,KXNBAGAME-26MAR07UTAMIL-UTA,KXNBAGAME-26MAR07UTAMIL,Utah at Milwaukee Winner?,,finalized,live,0.005,0.205,2026-03-08T00:50:00+00:00,0.995,0.01,0.795,UTA,2724093.0,2026-03-08T03:40:33Z,2026-03-08T03:42:08.749868Z
2026-03-22,PHX,TOR,KXNBAGAME-26MAR22TORPHX-TOR,KXNBAGAME-26MAR22TORPHX,Toronto at Phoenix Winner?,,finalized,live,0.005,0.625,2026-03-23T01:05:00+00:00,0.995,0.01,0.375,TOR,2608541.0,2026-03-23T03:55:54Z,2026-03-23T03:57:31.054883Z
2026-02-22,ATL,BKN,KXNBAGAME-26FEB22BKNATL-ATL,KXNBAGAME-26FEB22BKNATL,Brooklyn at Atlanta Winner?,,finalized,historical,0.995,,,0.005,0.99,0.995,ATL,2526337.0,2026-02-22T23:12:44Z,2026-02-22T23:14:16.494652Z
2026-03-20,DET,GSW,KXNBAGAME-26MAR20GSWDET-DET,KXNBAGAME-26MAR20GSWDET,Golden State at Detroit Winner?,,finalized,live,0.995,0.675,2026-03-20T23:28:00+00:00,0.005,0.99,0.675,DET,2485088.0,2026-03-21T02:18:15Z,2026-03-21T02:19:50.390485Z
2026-03-11,NOP,TOR,KXNBAGAME-26MAR11TORNOP-TOR,KXNBAGAME-26MAR11TORNOP,Toronto at New Orleans Winner?,,finalized,live,0.005,0.565,2026-03-11T23:44:00+00:00,0.995,0.01,0.435,TOR,2435385.0,2026-03-12T02:34:13Z,2026-03-12T02:35:47.819585Z
2026-03-17,CHA,MIA,KXNBAGAME-26MAR17MIACHA-MIA,KXNBAGAME-26MAR17MIACHA,Miami at Charlotte Winner?,,finalized,live,0.005,0.355,2026-03-17T22:58:00+00:00,0.995,0.01,0.645,MIA,2428141.0,2026-03-18T01:48:18Z,2026-03-18T01:49:49.391047Z
2026-03-22,SAC,BKN,KXNBAGAME-26MAR22BKNSAC-SAC,KXNBAGAME-26MAR22BKNSAC,Brooklyn at Sacramento Winner?,,finalized,live,0.995,0.685,2026-03-22T21:54:00+00:00,0.005,0.99,0.685,SAC,2306922.0,2026-03-23T00:44:07Z,2026-03-23T00:45:41.014054Z
2026-03-14,BOS,WAS,KXNBAGAME-26MAR14WASBOS-WAS,KXNBAGAME-26MAR14WASBOS,Washington at Boston Winner?,,finalized,live,0.005,0.045,2026-03-14T21:32:00+00:00,0.995,0.01,0.955,WAS,2283007.0,2026-03-15T00:22:06Z,2026-03-15T00:23:39.956741Z
2026-03-12,ORL,WAS,KXNBAGAME-26MAR12WASORL-ORL,KXNBAGAME-26MAR12WASORL,Washington at Orlando Winner?,,finalized,live,0.995,0.89,2026-03-12T23:02:00+00:00,0.005,0.99,0.89,ORL,2226482.0,2026-03-13T01:52:14Z,2026-03-13T01:53:45.59999Z
2026-03-22,NYK,WAS,KXNBAGAME-26MAR22WASNYK-WAS,KXNBAGAME-26MAR22WASNYK,Washington at New York Winner?,,finalized,live,0.005,0.045,2026-03-22T23:16:00+00:00,0.995,0.01,0.955,WAS,2194510.0,2026-03-23T02:06:01Z,2026-03-23T02:07:31.435769Z
2026-02-20,WAS,IND,KXNBAGAME-26FEB20INDWAS-IND,KXNBAGAME-26FEB20INDWAS,Indiana at Washington Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,IND,2074894.0,2026-02-21T02:34:54Z,2026-02-21T02:36:26.584339Z
2026-02-20,OKC,BKN,KXNBAGAME-26FEB20BKNOKC-BKN,KXNBAGAME-26FEB20BKNOKC,Brooklyn at Oklahoma City Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,BKN,2046439.0,2026-02-21T03:48:27Z,2026-02-21T03:49:56.456766Z
2026-03-20,HOU,ATL,KXNBAGAME-26MAR20ATLHOU-HOU,KXNBAGAME-26MAR20ATLHOU,Atlanta at Houston Winner?,,finalized,live,0.995,0.595,2026-03-20T23:54:00+00:00,0.005,0.99,0.595,HOU,2032745.0,2026-03-21T02:44:13Z,2026-03-21T02:45:51.144304Z
2026-03-06,PHX,NOP,KXNBAGAME-26MAR06NOPPHX-PHX,KXNBAGAME-26MAR06NOPPHX,New Orleans at Phoenix Winner?,,finalized,live,0.995,0.625,2026-03-07T02:08:00+00:00,0.005,0.99,0.625,PHX,2028315.0,2026-03-07T04:58:05Z,2026-03-07T04:59:39.012618Z
2026-03-09,BKN,MEM,KXNBAGAME-26MAR09MEMBKN-MEM,KXNBAGAME-26MAR09MEMBKN,Memphis at Brooklyn Winner?,,finalized,live,0.005,0.485,2026-03-09T23:12:00+00:00,0.995,0.01,0.515,MEM,2025356.0,2026-03-10T02:02:05Z,2026-03-10T02:03:42.84947Z
2026-03-01,CHI,MIL,KXNBAGAME-26MAR01MILCHI-MIL,KXNBAGAME-26MAR01MILCHI,Milwaukee at Chicago Winner?,,finalized,historical,0.005,0.565,2026-03-01T20:42:00+00:00,0.995,0.01,0.435,MIL,1985199.0,2026-03-01T23:32:10Z,2026-03-01T23:33:46.844487Z
2026-03-05,MIN,TOR,KXNBAGAME-26MAR05TORMIN-MIN,KXNBAGAME-26MAR05TORMIN,Toronto at Minnesota Winner?,,finalized,live,0.995,0.655,2026-03-06T00:56:00+00:00,0.005,0.99,0.655,MIN,1914015.0,2026-03-06T03:46:08Z,2026-03-06T03:47:40.380323Z
2026-02-24,MIL,MIA,KXNBAGAME-26FEB24MIAMIL-MIL,KXNBAGAME-26FEB24MIAMIL,Miami at Milwaukee Winner?,,finalized,historical,0.995,,,0.005,0.99,0.995,MIL,1849372.0,2026-02-25T03:40:53Z,2026-02-25T03:42:25.600909Z
2026-03-21,CHA,MEM,KXNBAGAME-26MAR21MEMCHA-MEM,KXNBAGAME-26MAR21MEMCHA,Memphis at Charlotte Winner?,,finalized,live,0.005,0.065,2026-03-21T22:48:00+00:00,0.995,0.01,0.935,MEM,1766813.0,2026-03-22T01:38:15Z,2026-03-22T01:39:51.30867Z
2026-03-12,MIA,MIL,KXNBAGAME-26MAR12MILMIA-MIA,KXNBAGAME-26MAR12MILMIA,Milwaukee at Miami Winner?,,finalized,live,0.995,0.675,2026-03-12T23:20:00+00:00,0.005,0.99,0.675,MIA,1710098.0,2026-03-13T02:10:51Z,2026-03-13T02:12:28.819392Z
2026-02-09,ORL,MIL,KXNBAGAME-26FEB09MILORL-MIL,KXNBAGAME-26FEB09MILORL,Milwaukee at Orlando Winner?,,finalized,historical,0.005,,,0.995,0.01,0.995,MIL,1701619.0,2026-02-10T03:13:44Z,2026-02-10T03:15:19.818738Z
2026-03-10,ATL,DAL,KXNBAGAME-26MAR10DALATL-DAL,KXNBAGAME-26MAR10DALATL,Dallas at Atlanta Winner?,,finalized,live,0.005,0.145,2026-03-10T23:52:00+00:00,0.995,0.01,0.855,DAL,1700803.0,2026-03-11T02:42:14Z,2026-03-11T02:43:46.934056Z
2026-03-14,PHI,BKN,KXNBAGAME-26MAR14BKNPHI-PHI,KXNBAGAME-26MAR14BKNPHI,Brooklyn at Philadelphia Winner?,,finalized,live,0.995,0.775,2026-03-14T16:51:00+00:00,0.005,0.99,0.775,PHI,1690918.0,2026-03-14T19:41:22Z,2026-03-14T19:42:59.063811Z
2026-03-19,CHA,ORL,KXNBAGAME-26MAR19ORLCHA-CHA,KXNBAGAME-26MAR19ORLCHA,Orlando at Charlotte Winner?,,finalized,live,0.995,0.67,2026-03-19T23:04:00+00:00,0.005,0.99,0.67,CHA,1607291.0,2026-03-20T01:54:21Z,2026-03-20T01:56:00.966261Z
2026-03-19,UTA,MIL,KXNBAGAME-26MAR19MILUTA-UTA,KXNBAGAME-26MAR19MILUTA,Milwaukee at Utah Winner?,,finalized,live,0.995,0.315,2026-03-20T00:52:00+00:00,0.005,0.99,0.315,UTA,1567151.0,2026-03-20T03:42:08Z,2026-03-20T03:43:41.016172Z
2026-03-08,TOR,DAL,KXNBAGAME-26MAR08DALTOR-DAL,KXNBAGAME-26MAR08DALTOR,Dallas at Toronto Winner?,,finalized,live,0.005,0.215,2026-03-08T21:51:00+00:00,0.995,0.01,0.785,DAL,1539096.0,2026-03-09T00:41:01Z,2026-03-09T00:42:40.534648Z
2026-03-03,ORL,WAS,KXNBAGAME-26MAR03WASORL-WAS,KXNBAGAME-26MAR03WASORL,Washington at Orlando Winner?,,finalized,historical,0.005,0.095,2026-03-03T23:54:00+00:00,0.995,0.01,0.905,WAS,1532297.0,2026-03-04T02:44:15Z,2026-03-04T02:45:47.062447Z
2026-03-21,SAS,IND,KXNBAGAME-26MAR21INDSAS-IND,KXNBAGAME-26MAR21INDSAS,Indiana at San Antonio Winner?,,finalized,live,0.005,0.085,2026-03-21T23:40:00+00:00,0.995,0.01,0.915,IND,1442111.0,2026-03-22T02:30:55Z,2026-03-22T02:32:31.347954Z
