GAME_DATE,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,home_REST_DAYS,away_REST_DAYS,home_SPLIT_WIN_PCT,away_SPLIT_WIN_PCT,home_ROLLING_5_WIN,home_ROLLING_10_WIN,away_ROLLING_5_WIN,away_ROLLING_10_WIN,home_ROLLING_5_OFF_RATING,home_ROLLING_5_DEF_RATING,home_ROLLING_5_PACE,away_ROLLING_5_OFF_RATING,away_ROLLING_5_DEF_RATING,away_ROLLING_5_PACE,home_WIN,kalshi_market_ticker,kalshi_event_ticker,kalshi_market_title,kalshi_market_subtitle,kalshi_market_status,kalshi_market_source,kalshi_yes_price,kalshi_no_price,kalshi_last_price,kalshi_price_home_win,kalshi_yes_team,kalshi_volume,kalshi_close_time,kalshi_settlement_ts
2026-03-08,NOP,WAS,1.0,2.0,0.3714285714285714,0.1935483870967742,0.4,0.5,0.0,0.2,115.31999999999998,116.80000000000004,101.3,112.44,126.0,100.2,1,KXNBAGAME-26MAR08WASNOP-WAS,KXNBAGAME-26MAR08WASNOP,Washington at New Orleans Winner?,,finalized,live,0.005,0.995,0.01,0.995,WAS,3620545.0,2026-03-09T01:54:16Z,2026-03-09T01:55:48.750978Z
2026-03-11,NOP,TOR,2.0,0.0,0.3888888888888889,0.6176470588235294,0.4,0.6,0.4,0.4,119.06,118.70000000000002,101.9,114.92,114.8,96.9,1,KXNBAGAME-26MAR11TORNOP-TOR,KXNBAGAME-26MAR11TORNOP,Toronto at New Orleans Winner?,,finalized,live,0.005,0.995,0.01,0.995,TOR,2435385.0,2026-03-12T02:34:13Z,2026-03-12T02:35:47.819585Z
2026-03-16,NOP,DAL,2.0,0.0,0.4054054054054054,0.3055555555555556,0.6,0.6,0.4,0.2,122.06000000000002,115.0,100.4,110.62,121.76000000000002,101.1,1,KXNBAGAME-26MAR16DALNOP-DAL,KXNBAGAME-26MAR16DALNOP,Dallas at New Orleans Winner?,,finalized,live,0.005,0.995,0.01,0.995,DAL,2866462.0,2026-03-17T02:30:42Z,2026-03-17T02:32:19.940726Z
2026-03-21,NOP,CLE,1.0,1.0,0.45,0.5675675675675675,0.8,0.6,0.6,0.6,117.2,108.0,99.7,124.48000000000002,118.48,99.5,0,KXNBA1HWINNER-26MAR21CLENOP-NOP,KXNBA1HWINNER-26MAR21CLENOP,Cleveland vs New Orleans: First Half Winner?,,finalized,live,0.995,0.005,0.99,0.995,NOP,2797.0,2026-03-22T00:03:44Z,2026-03-22T00:09:45.585058Z
2025-04-16,CHI,MIA,2.0,2.0,0.4545454545454545,0.4418604651162791,0.8,0.7,0.4,0.6,116.66,106.88,103.7,118.9,110.78,100.9,0,KXNBAGAME-25APR16MIACHI-CHI,KXNBAGAME-25APR16MIACHI,Miami vs Chicago Winner?,,finalized,live,0.005,0.995,0.01,0.005,CHI,411138.0,2025-04-17T02:12:34.041146Z,2025-04-17T02:20:57.781509Z
2025-10-12,CHI,MIL,2.0,2.0,1.0,1.0,0.8,0.8,0.6,0.6,107.61999999999998,100.58,105.3,110.48,109.16,99.652,0,KXNBAGAME-25OCT12MILCHI-CHI,KXNBAGAME-25OCT12MILCHI,Milwaukee vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,CHI,101527.0,2025-10-13T01:34:29.974291Z,2025-10-13T01:42:53.910177Z
2025-10-16,CHI,MIN,1.0,2.0,0.5,0.5,0.4,0.6,0.4,0.4,107.48,112.3,105.0,111.8,104.88,100.258,1,KXNBAGAME-25OCT16MINCHI-CHI,KXNBAGAME-25OCT16MINCHI,Minnesota vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,CHI,160822.0,2025-10-17T02:44:47.986965Z,2025-10-17T03:06:14.953476Z
2025-10-22,CHI,DET,5.0,5.0,0.6666666666666666,0.3333333333333333,0.6,0.6,0.4,0.4,112.02,112.1,107.3,112.76,110.78,101.3,1,KXNBAGAME-25OCT22DETCHI-DET,KXNBAGAME-25OCT22DETCHI,Detroit vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,DET,2624629.0,2025-10-23T03:00:08.566459Z,2025-10-23T03:09:28.883953Z
2025-10-27,CHI,ATL,1.0,1.0,0.75,0.6666666666666666,0.6,0.7,0.4,0.4,111.16,109.16,106.2,104.76000000000002,114.02,105.484,1,KXNBAGAME-25OCT27ATLCHI-CHI,KXNBAGAME-25OCT27ATLCHI,Atlanta vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,CHI,1984131.0,2025-10-28T02:32:53.678531Z,2025-10-28T02:42:13.475286Z
2025-10-29,CHI,SAC,1.0,0.0,0.8,0.25,0.8,0.7,0.4,0.3,112.94,108.84,105.8,110.94,112.7,101.3,1,KXNBAGAME-25OCT29SACCHI-SAC,KXNBAGAME-25OCT29SACCHI,Sacramento vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,SAC,2007549.0,2025-10-30T02:35:00.694688Z,2025-10-30T02:44:21.214093Z
2025-10-31,CHI,NYK,1.0,2.0,0.8333333333333334,0.5,1.0,0.7,0.6,0.6,114.98,106.9,105.6,111.08,109.8,100.1,1,KXNBAGAME-25OCT31NYKCHI-CHI,KXNBAGAME-25OCT31NYKCHI,New York vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,CHI,3465635.0,2025-11-01T02:50:06.531383Z,2025-11-01T02:59:27.091841Z
2025-11-04,CHI,PHI,1.0,1.0,0.8571428571428571,0.6,0.8,0.7,0.8,0.6,120.64,114.8,102.4,124.12,115.78,100.396,1,KXNBAGAME-25NOV04PHICHI-CHI,KXNBAGAME-25NOV04PHICHI,Philadelphia vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,CHI,2903801.0,2025-11-05T03:45:11.22461Z,2025-11-05T03:54:31.819643Z
2025-11-10,CHI,SAS,1.0,1.0,0.875,0.6666666666666666,0.4,0.7,0.6,0.8,116.86,121.72,101.9,116.24,115.52,100.6,0,KXNBAGAME-25NOV10SASCHI-SAS,KXNBAGAME-25NOV10SASCHI,San Antonio vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,SAS,2460735.0,2025-11-11T03:34:34.404976Z,2025-11-11T03:43:55.282719Z
2025-11-21,CHI,MIA,1.0,1.0,0.7777777777777778,0.2222222222222222,0.4,0.4,0.6,0.6,114.96,117.24,105.172,114.16,115.6,104.95,0,KXNBAGAME-25NOV21MIACHI-CHI,KXNBAGAME-25NOV21MIACHI,Miami vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,CHI,2446271.0,2025-11-22T03:49:50.45277Z,2025-11-22T03:59:11.088946Z
2025-11-22,CHI,WAS,0.0,0.0,0.7,0.1818181818181818,0.4,0.3,0.0,0.0,112.14,120.46,106.072,110.96,128.3,100.928,1,KXNBAGAME-25NOV22WASCHI-CHI,KXNBAGAME-25NOV22WASCHI,Washington vs Chicago Winner?,,finalized,live,0.5,0.5,0.99,0.5,CHI,3618225.0,2025-11-23T03:39:41.785738Z,2025-11-23T03:49:02.188004Z
2025-12-03,CHI,BKN,1.0,1.0,0.7272727272727273,0.3076923076923077,0.2,0.3,0.2,0.3,110.76,116.48,105.6,110.46,117.62,95.9,0,KXNBAGAME-25DEC03BKNCHI-CHI,KXNBAGAME-25DEC03BKNCHI,Brooklyn vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,CHI,2272401.0,2025-12-04T03:34:35.843896Z,2025-12-04T03:43:56.195479Z
2025-12-05,CHI,IND,1.0,1.0,0.6666666666666666,0.0833333333333333,0.0,0.3,0.4,0.3,108.32,116.0,104.7,111.68,110.7,99.9,0,KXNBAGAME-25DEC05INDCHI-CHI,KXNBAGAME-25DEC05INDCHI,Indiana vs Chicago Winner?,,finalized,live,0.5,0.5,0.01,0.5,CHI,1098439.0,2025-12-06T03:39:51.825904Z,2025-12-06T03:49:11.857478Z
