GAME_DATE,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,home_REST_DAYS,away_REST_DAYS,home_SPLIT_WIN_PCT,away_SPLIT_WIN_PCT,home_ROLLING_5_WIN,home_ROLLING_10_WIN,away_ROLLING_5_WIN,away_ROLLING_10_WIN,home_ROLLING_5_OFF_RATING,home_ROLLING_5_DEF_RATING,home_ROLLING_5_PACE,away_ROLLING_5_OFF_RATING,away_ROLLING_5_DEF_RATING,away_ROLLING_5_PACE,home_WIN
2023-11-11,ATL,MIA,1.0,2.0,0.8333333333333334,0.16666666666666666,0.8,0.5,0.6,0.4,120.66,113.16,102.9,109.43999999999998,108.78,101.7,0
2023-11-15,ATL,NYK,0.0,1.0,0.7142857142857143,0.3333333333333333,0.6,0.6,0.6,0.5,116.24000000000001,114.55999999999999,102.5,120.43999999999998,112.08,95.0,0
2023-11-17,ATL,PHI,1.0,1.0,0.625,0.6,0.4,0.6,0.6,0.8,114.34,116.84,102.5,117.35999999999999,116.44000000000001,100.5,0
2023-11-21,ATL,IND,3.0,1.0,0.5555555555555556,0.3333333333333333,0.4,0.6,0.6,0.5,115.92,118.78000000000002,100.9,121.35999999999999,120.35999999999999,105.0,0
2023-11-22,ATL,BKN,0.0,2.0,0.5,0.5,0.2,0.5,0.4,0.5,120.97999999999999,124.7,101.8,113.35999999999999,117.08,96.6,1
2023-12-06,ATL,BKN,3.0,3.0,0.5454545454545454,0.4444444444444444,0.4,0.4,0.8,0.6,115.74000000000001,118.82000000000001,103.7,125.28,111.78,96.4,0
2023-12-11,ATL,DEN,2.0,2.0,0.5,0.4117647058823529,0.2,0.3,0.4,0.5,113.28,122.2,103.9,119.7,119.52000000000001,97.4,0
2023-12-18,ATL,DET,1.0,1.0,0.46153846153846156,0.1875,0.2,0.2,0.0,0.0,121.83999999999999,125.04,99.5,102.84,126.52000000000001,103.2,1
2023-12-23,ATL,MEM,0.0,1.0,0.5,0.35294117647058826,0.6,0.3,0.4,0.4,124.0,121.12,100.0,105.7,109.74000000000001,100.4,0
2023-12-29,ATL,SAC,2.0,2.0,0.4666666666666667,0.375,0.4,0.3,0.4,0.6,121.55999999999999,122.98000000000002,100.2,120.22,125.97999999999999,98.5,0
2024-01-03,ATL,OKC,2.0,0.0,0.4375,0.6428571428571429,0.2,0.4,1.0,0.8,115.32000000000001,119.75999999999999,101.5,124.84,109.62,100.5,1
2024-01-10,ATL,PHI,2.0,3.0,0.47058823529411764,0.6111111111111112,0.4,0.4,0.4,0.5,114.88,122.47999999999999,103.69000000000001,108.36000000000001,116.7,98.8,1
2024-01-12,ATL,IND,1.0,1.0,0.5,0.47368421052631576,0.6,0.4,0.8,0.8,117.7,122.66000000000001,103.976,122.62,115.84,103.6,0
2024-01-13,ATL,WAS,0.0,2.0,0.47368421052631576,0.17391304347826086,0.4,0.3,0.0,0.1,115.22,124.74000000000001,102.276,106.1,124.44000000000001,99.8,0
2024-01-15,ATL,SAS,1.0,1.0,0.45,0.23809523809523808,0.2,0.3,0.4,0.3,107.9,123.35999999999999,101.676,122.42,113.17999999999999,100.9,1
2024-01-17,ATL,ORL,1.0,1.0,0.47619047619047616,0.4583333333333333,0.4,0.4,0.4,0.4,106.22,113.05999999999999,102.276,104.3,109.55999999999999,94.49000000000001,1
2024-01-20,ATL,CLE,0.0,2.0,0.5,0.5,0.6,0.6,1.0,0.8,105.42,111.55999999999999,101.2,118.66,99.6,98.9,0
2024-01-26,ATL,DAL,1.0,1.0,0.4782608695652174,0.5,0.4,0.4,0.2,0.5,106.78,117.14000000000001,99.4,114.35999999999999,125.25999999999999,98.4,0
2024-01-28,ATL,TOR,1.0,1.0,0.4583333333333333,0.30434782608695654,0.2,0.4,0.2,0.2,111.42,123.62,101.4,110.53999999999999,116.9,97.8,1
2024-01-30,ATL,LAL,1.0,0.0,0.48,0.2916666666666667,0.2,0.4,0.6,0.5,113.42,125.4,102.7,121.32000000000001,120.02000000000001,103.92,1
2024-02-02,ATL,PHX,2.0,1.0,0.5,0.6538461538461539,0.4,0.5,0.6,0.8,120.16,124.8,104.2,123.68000000000002,115.84,99.7,1
2024-02-03,ATL,GSW,0.0,0.0,0.5185185185185185,0.47619047619047616,0.6,0.6,0.6,0.4,124.67999999999999,124.88,103.9,124.88,114.84,100.22,1
2024-02-05,ATL,LAC,1.0,0.0,0.5357142857142857,0.56,0.8,0.6,0.8,0.8,126.6,121.44000000000001,104.81200000000001,119.4,110.92,98.0,0
2024-02-10,ATL,HOU,0.0,0.0,0.5172413793103449,0.25925925925925924,0.6,0.5,0.2,0.3,125.32000000000001,123.8,102.912,110.94000000000001,113.2,100.2,1
2024-02-12,ATL,CHI,1.0,1.0,0.5333333333333333,0.35714285714285715,0.6,0.6,0.6,0.5,123.25999999999999,121.55999999999999,103.61200000000001,118.5,117.17999999999999,95.32600000000001,0
2024-02-23,ATL,TOR,7.0,0.0,0.5161290322580645,0.3103448275862069,0.4,0.6,0.4,0.4,115.42,120.08,102.6,108.14000000000001,111.66000000000001,101.3,0
2024-02-25,ATL,ORL,1.0,0.0,0.5,0.48484848484848486,0.4,0.5,0.8,0.8,117.3,120.64000000000001,101.7,122.44000000000001,118.04,92.008,1
2024-02-27,ATL,UTA,1.0,1.0,0.5151515151515151,0.3125,0.4,0.5,0.2,0.3,114.12,115.4,101.2,115.52000000000001,121.9,103.9,1
2024-03-06,ATL,CLE,0.0,0.0,0.5294117647058824,0.6129032258064516,0.6,0.5,0.6,0.5,112.64000000000001,109.24000000000001,97.1,111.88,112.22,95.94800000000001,1
2024-03-10,ATL,NOP,1.0,1.0,0.5428571428571428,0.6,0.6,0.5,0.8,0.7,112.84,113.7,93.3,121.8,103.46,98.5,0
2024-03-23,ATL,CHA,1.0,3.0,0.5277777777777778,0.21052631578947367,0.2,0.4,0.2,0.2,114.08,120.51999999999998,97.2,102.66,112.58,96.0,1
2024-03-25,ATL,BOS,1.0,1.0,0.5405405405405406,0.6923076923076923,0.4,0.5,1.0,0.9,121.74000000000001,118.22,96.3,130.9,111.1,95.7,1
2024-03-27,ATL,POR,1.0,1.0,0.5526315789473685,0.2222222222222222,0.6,0.5,0.0,0.2,122.83999999999999,118.75999999999999,95.0,108.42,117.6,97.8,1
2024-03-28,ATL,BOS,0.0,2.0,0.5641025641025641,0.675,0.6,0.5,0.8,0.9,123.17999999999999,119.96,96.4,129.45999999999998,115.55999999999999,94.8,1
2024-03-30,ATL,MIL,1.0,1.0,0.575,0.46153846153846156,0.8,0.5,0.4,0.5,126.05999999999999,116.93999999999998,94.86600000000001,113.7,109.22,98.042,0
2024-04-03,ATL,DET,1.0,1.0,0.5609756097560976,0.20512820512820512,0.8,0.6,0.2,0.1,119.5,115.96,96.46600000000001,101.74,112.47999999999999,96.9,1
2024-04-09,ATL,MIA,2.0,1.0,0.5714285714285714,0.5476190476190477,0.4,0.6,0.6,0.6,108.84,115.46,101.6,115.97999999999999,109.52000000000001,97.9,0
2024-04-10,ATL,CHA,0.0,0.0,0.5581395348837209,0.2,0.4,0.6,0.2,0.2,106.2,111.46,100.27199999999999,110.97999999999999,119.04,96.4,0
2024-10-08,ATL,IND,7.0,7.0,0.0,0.0,0.0,0.2,0.2,0.4,108.92,121.05999999999999,99.872,120.03999999999999,120.64000000000001,95.08599999999998,1
2024-10-14,ATL,PHI,5.0,1.0,1.0,0.0,0.2,0.3,0.4,0.4,112.55999999999999,123.58,103.6,115.08,115.66,96.58399999999999,0
2024-10-23,ATL,BKN,5.0,4.0,0.5,0.0,0.2,0.1,0.2,0.4,104.5,112.43999999999998,104.6,104.98000000000002,107.88000000000002,101.2,1
2024-10-25,ATL,CHA,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,0.6,0.5,104.38,108.33999999999999,105.5,107.4,103.42,102.384,1
2024-10-28,ATL,WAS,0.0,1.0,0.75,0.0,0.4,0.3,0.4,0.2,108.0,113.32000000000001,103.6,104.08,116.0,103.7,0
2024-11-01,ATL,SAC,1.0,2.0,0.6,0.2,0.4,0.3,0.4,0.2,112.35999999999999,118.63999999999999,104.4,110.28,109.4,101.1,0
2024-11-04,ATL,BOS,0.0,1.0,0.5,0.75,0.2,0.3,0.8,0.8,113.54,119.55999999999999,103.0,119.78,111.47999999999999,100.364,0
2024-11-06,ATL,NYK,1.0,1.0,0.42857142857142855,0.5,0.2,0.3,0.6,0.6,110.47999999999999,117.88,103.8,118.64000000000001,108.2,96.1,1
2024-11-09,ATL,CHI,0.0,1.0,0.5,0.42857142857142855,0.4,0.4,0.2,0.4,112.44000000000001,115.96,102.7,109.24000000000001,119.2,102.3,0
2024-11-15,ATL,WAS,2.0,1.0,0.4444444444444444,0.1111111111111111,0.4,0.3,0.0,0.2,109.32000000000001,117.12,103.2,104.1,120.88,102.3,1
2024-11-25,ATL,DAL,2.0,0.0,0.5,0.3333333333333333,0.4,0.4,0.8,0.5,106.38,111.47999999999999,106.8,118.44000000000001,106.64000000000001,100.206,0
2024-11-29,ATL,CLE,1.0,1.0,0.45454545454545453,0.7,0.4,0.4,0.6,0.8,108.96,114.86000000000001,107.3,124.54,116.34,99.4,1
2024-12-02,ATL,NOP,1.0,0.0,0.5,0.07692307692307693,0.6,0.6,0.0,0.1,113.93999999999998,112.25999999999999,105.5,99.32000000000001,114.54,101.7,1
2024-12-06,ATL,LAL,1.0,1.0,0.5384615384615384,0.4666666666666667,1.0,0.6,0.4,0.4,116.78,105.17999999999999,103.3,103.04,115.75999999999999,95.0,1
2024-12-08,ATL,DEN,1.0,0.0,0.5714285714285714,0.42857142857142855,1.0,0.7,0.4,0.4,114.35999999999999,104.94000000000001,102.94000000000001,115.05999999999999,114.46,103.2,0
2024-12-21,ATL,MEM,1.0,1.0,0.5333333333333333,0.6,0.4,0.7,0.8,0.8,107.17999999999999,113.41999999999999,103.952,122.1,104.38,107.5,0
2024-12-23,ATL,MIN,1.0,1.0,0.5,0.4375,0.2,0.6,0.4,0.6,104.23999999999998,113.54,105.21199999999999,105.34,109.04,98.7,1
2024-12-26,ATL,CHI,2.0,2.0,0.5294117647058824,0.5882352941176471,0.4,0.6,0.6,0.5,106.44000000000001,107.58,104.21199999999999,104.05999999999999,108.62,103.1,1
2024-12-28,ATL,MIA,1.0,1.0,0.5555555555555556,0.4375,0.4,0.6,0.4,0.6,111.44000000000001,112.72,105.41199999999999,106.04,105.97999999999999,98.34,1
2025-01-14,ATL,PHX,4.0,1.0,0.5789473684210527,0.45,0.2,0.5,0.8,0.5,109.8,122.75999999999999,103.3,116.94000000000001,112.71999999999998,97.4,1
2025-01-22,ATL,DET,1.0,1.0,0.6,0.5416666666666666,0.6,0.5,0.6,0.7,112.84,111.24000000000001,100.33399999999999,114.14000000000001,112.55999999999999,100.6,0
2025-01-23,ATL,TOR,0.0,1.0,0.5714285714285714,0.125,0.6,0.4,0.6,0.4,108.38,106.74000000000001,102.63399999999999,114.2,112.46,96.3,0
2025-01-25,ATL,TOR,1.0,1.0,0.5454545454545454,0.16,0.4,0.4,0.8,0.4,107.35999999999999,107.47999999999999,102.934,115.08,110.51999999999998,97.1,0
2025-01-28,ATL,HOU,0.0,0.0,0.5217391304347826,0.68,0.0,0.4,0.8,0.8,99.46000000000001,109.72,104.5,117.75999999999999,113.7,98.6,0
2025-02-05,ATL,SAS,1.0,1.0,0.5,0.3333333333333333,0.2,0.2,0.2,0.3,108.78,115.66,103.3,110.6,119.42,103.1,0
2025-02-07,ATL,MIL,1.0,1.0,0.48,0.42857142857142855,0.2,0.1,0.2,0.5,114.05999999999999,119.62,104.3,112.14000000000001,124.85999999999999,100.0,1
2025-02-20,ATL,ORL,7.0,7.0,0.5,0.3225806451612903,0.6,0.4,0.6,0.4,116.74000000000001,112.55999999999999,104.492,111.9,109.3,96.9,0
2025-02-23,ATL,DET,2.0,1.0,0.48148148148148145,0.5483870967741935,0.6,0.4,1.0,0.7,115.42,112.04,102.792,124.12,104.38,100.6,0
2025-02-24,ATL,MIA,0.0,0.0,0.4642857142857143,0.4411764705882353,0.4,0.4,0.2,0.3,118.17999999999999,116.64000000000001,104.992,109.64000000000001,116.7,95.076,1
2025-02-28,ATL,OKC,1.0,1.0,0.4827586206896552,0.75,0.2,0.5,0.6,0.8,116.04,120.1,101.792,121.14000000000001,116.24000000000001,100.43,0
2025-03-04,ATL,MIL,0.0,2.0,0.4666666666666667,0.45454545454545453,0.4,0.5,0.8,0.7,117.1,122.32000000000001,102.6,113.44000000000001,106.74000000000001,101.5,0
2025-03-06,ATL,IND,1.0,1.0,0.45161290322580644,0.5,0.4,0.4,0.6,0.6,114.2,119.46,101.7,119.33999999999999,112.42,99.0,1
2025-03-08,ATL,IND,1.0,1.0,0.46875,0.4857142857142857,0.4,0.4,0.6,0.6,118.58,125.56000000000002,102.3,121.08,113.17999999999999,98.0,1
2025-03-10,ATL,PHI,1.0,0.0,0.48484848484848486,0.3235294117647059,0.6,0.4,0.4,0.2,119.13999999999999,120.82000000000001,103.8,115.0,123.16,99.2,1
2025-03-12,ATL,CHA,1.0,1.0,0.5,0.21212121212121213,0.8,0.5,0.4,0.2,122.97999999999999,119.94000000000001,102.6,112.0,116.5,96.8,1
2025-03-14,ATL,LAC,1.0,1.0,0.5142857142857142,0.4117647058823529,0.8,0.6,0.8,0.5,120.25999999999999,114.96,103.5,119.55999999999999,113.62,95.032,0
2025-03-22,ATL,GSW,3.0,1.0,0.5,0.5833333333333334,0.6,0.6,0.8,0.9,118.55999999999999,114.53999999999999,101.2,111.97999999999999,104.46,99.0,1
2025-03-23,ATL,PHI,0.0,1.0,0.5135135135135135,0.3,0.6,0.7,0.2,0.2,117.47999999999999,113.2,100.9,114.96000000000001,125.52000000000001,99.94399999999999,1
2025-04-01,ATL,POR,1.0,1.0,0.5263157894736842,0.3333333333333333,0.6,0.6,0.2,0.4,124.52000000000001,119.08,100.8,116.6,125.96,95.1,0
2025-04-05,ATL,NYK,2.0,2.0,0.5128205128205128,0.575,0.2,0.4,0.6,0.6,116.78,118.9,103.3,115.6,114.22,94.9,0
2025-04-06,ATL,UTA,0.0,1.0,0.5,0.19047619047619047,0.2,0.4,0.0,0.1,115.62,120.34,102.4,105.38,128.12,100.1,1
2025-04-13,ATL,ORL,1.0,1.0,0.5121951219512195,0.4523809523809524,0.6,0.4,1.0,0.8,123.0,117.75999999999999,100.9,118.85999999999999,106.02000000000001,95.3,1
2025-04-18,ATL,MIA,2.0,1.0,0.5238095238095238,0.45454545454545453,0.6,0.5,0.6,0.6,116.2,113.04,99.9,119.21999999999998,106.3,101.4,0
2025-10-13,ATL,MIA,1.0,0.0,0.0,0.0,0.4,0.5,0.0,0.2,110.12,115.32000000000001,99.81800000000001,96.47999999999999,115.35999999999999,104.5,1
2025-10-16,ATL,HOU,2.0,1.0,1.0,1.0,0.4,0.6,0.8,0.6,106.82000000000001,114.1,101.302,117.7,115.28,100.5,0
2025-10-22,ATL,TOR,5.0,4.0,0.5,0.6666666666666666,0.4,0.5,0.8,0.6,107.74000000000001,112.74000000000001,104.402,109.08,106.38,106.0,0
2025-10-25,ATL,OKC,0.0,1.0,0.3333333333333333,0.6,0.6,0.5,0.8,0.7,106.52000000000001,111.05999999999999,107.88399999999999,106.55999999999999,105.96,100.128,0
2025-11-04,ATL,ORL,1.0,2.0,0.25,0.6666666666666666,0.4,0.5,0.4,0.6,114.1,115.6,101.0,115.4,115.02000000000001,101.9,1
2025-11-07,ATL,TOR,2.0,2.0,0.4,0.5714285714285714,0.6,0.5,0.6,0.5,118.4,113.35999999999999,102.0,117.82000000000001,113.8,98.9,0
2025-11-08,ATL,LAL,0.0,2.0,0.3333333333333333,0.6666666666666666,0.6,0.4,1.0,0.7,114.17999999999999,110.32000000000001,101.3,119.82000000000001,114.96,100.7,1
2025-11-18,ATL,DET,1.0,0.0,0.42857142857142855,0.6666666666666666,1.0,0.8,1.0,1.0,120.4,107.82000000000001,102.0,117.34,109.16,102.42,0
2025-11-23,ATL,CHA,0.0,0.0,0.375,0.18181818181818182,0.6,0.7,0.0,0.2,119.1,116.46,102.3,112.44000000000001,123.66,99.116,1
2025-11-28,ATL,CLE,2.0,3.0,0.4444444444444444,0.4,0.4,0.7,0.6,0.6,116.06000000000002,118.74000000000001,99.9,112.22,109.32000000000001,99.8,1
2025-12-03,ATL,LAC,1.0,1.0,0.5,0.3076923076923077,0.6,0.6,0.0,0.2,111.6,112.34,102.386,112.72,123.54,100.3,0
2025-12-05,ATL,DEN,1.0,1.0,0.45454545454545453,0.7857142857142857,0.4,0.5,0.6,0.6,106.97999999999999,112.9,102.68599999999999,131.9,124.48000000000002,98.6,0
2025-12-14,ATL,PHI,1.0,1.0,0.4166666666666667,0.5454545454545454,0.2,0.5,0.8,0.6,110.88,118.14000000000001,102.4,112.61999999999998,103.85999999999999,99.5,1
2025-12-19,ATL,SAS,0.0,0.0,0.46153846153846156,0.6470588235294118,0.4,0.4,0.8,0.7,119.86000000000001,122.9,104.4,119.38000000000002,112.58,102.5,0
2025-12-21,ATL,CHI,1.0,1.0,0.42857142857142855,0.375,0.4,0.4,0.6,0.3,113.02000000000001,121.42,104.5,114.22,117.82000000000001,102.2,0
2025-12-23,ATL,CHI,1.0,1.0,0.4,0.4117647058823529,0.2,0.3,0.8,0.4,115.12,126.58000000000001,105.8,123.2,119.42,104.9,0
2025-12-26,ATL,MIA,2.0,2.0,0.375,0.29411764705882354,0.2,0.2,0.2,0.2,116.82000000000001,123.12,105.9,106.8,115.61999999999998,99.5,0
2025-12-27,ATL,NYK,0.0,1.0,0.35294117647058826,0.5625,0.0,0.2,0.6,0.8,113.7,123.32000000000001,107.3,116.32000000000001,117.94000000000001,100.4,0
2025-12-31,ATL,MIN,1.0,1.0,0.3333333333333333,0.5263157894736842,0.0,0.2,0.6,0.6,118.9,124.72,107.6,114.94000000000001,109.97999999999999,101.574,1
2026-01-07,ATL,NOP,1.0,0.0,0.3684210526315789,0.125,0.4,0.2,0.0,0.2,110.97999999999999,112.85999999999999,105.0,110.5,122.56000000000002,101.7,1
2026-01-17,ATL,BOS,1.0,1.0,0.4,0.6086956521739131,0.6,0.5,0.4,0.6,111.96,108.91999999999999,101.8,116.13999999999999,115.1,94.2,0
2026-01-19,ATL,MIL,1.0,3.0,0.38095238095238093,0.4166666666666667,0.4,0.5,0.2,0.5,110.08,115.35999999999999,101.5,109.64000000000001,120.25999999999999,97.0,0
2026-01-23,ATL,PHX,1.0,2.0,0.36363636363636365,0.5357142857142857,0.2,0.4,0.6,0.7,107.78,120.47999999999999,103.5,117.72,114.54,98.1,1
2026-01-26,ATL,IND,2.0,2.0,0.391304347826087,0.16666666666666666,0.4,0.5,0.4,0.5,106.58,113.24000000000001,103.4,105.32000000000001,115.5,101.6,1
2026-01-29,ATL,HOU,0.0,0.0,0.4166666666666667,0.5185185185185185,0.8,0.6,0.6,0.6,114.85999999999999,108.96000000000001,102.9,109.91999999999999,109.88,97.928,0
2026-02-05,ATL,UTA,1.0,1.0,0.4,0.23076923076923078,0.6,0.5,0.2,0.2,113.52000000000001,111.6,102.5,110.8,117.64000000000001,100.6,1
2026-02-07,ATL,CHA,1.0,1.0,0.4230769230769231,0.45161290322580644,0.6,0.6,1.0,0.9,114.17999999999999,114.35999999999999,100.3,115.55999999999999,107.82000000000001,96.2,0
2026-02-20,ATL,MIA,0.0,7.0,0.4074074074074074,0.41935483870967744,0.4,0.5,0.4,0.5,113.96000000000001,117.76000000000002,102.0,112.5,107.78,102.412,0
2026-02-22,ATL,BKN,1.0,1.0,0.39285714285714285,0.25806451612903225,0.2,0.4,0.4,0.3,108.35999999999999,118.58,102.8,104.34,110.75999999999999,101.3,1
2026-02-24,ATL,WAS,1.0,1.0,0.41379310344827586,0.21428571428571427,0.4,0.4,0.4,0.4,107.78,114.25999999999999,102.6,108.78,119.21999999999998,104.8,1
2026-02-26,ATL,WAS,1.0,1.0,0.43333333333333335,0.20689655172413793,0.6,0.5,0.4,0.4,109.16,107.35999999999999,101.9,108.38,116.73999999999998,104.7,1
2026-03-01,ATL,POR,2.0,0.0,0.45161290322580644,0.40625,0.8,0.6,0.4,0.6,110.88,103.47999999999999,103.4,104.35999999999999,113.74000000000001,101.3,1
2026-03-07,ATL,PHI,2.0,2.0,0.46875,0.5483870967741935,1.0,0.6,0.6,0.4,122.41999999999999,100.97999999999999,102.1,109.24000000000001,114.75999999999999,101.2,1
2026-03-10,ATL,DAL,2.0,1.0,0.48484848484848486,0.2727272727272727,1.0,0.7,0.0,0.2,122.74000000000001,101.84,103.5,96.56000000000002,115.28,99.8,1
2026-03-12,ATL,BKN,1.0,1.0,0.5,0.25,1.0,0.8,0.4,0.2,125.14000000000001,105.58,102.4,109.8,122.96,98.8,1
2026-03-14,ATL,MIL,1.0,1.0,0.5142857142857142,0.4117647058823529,1.0,0.9,0.2,0.3,123.4,107.25999999999999,100.8,108.96,121.58,98.7,1
2026-03-16,ATL,ORL,1.0,1.0,0.5277777777777778,0.5277777777777778,1.0,0.9,1.0,0.8,121.84,107.62,100.0,123.32000000000001,107.74000000000001,100.73,1
2026-03-21,ATL,GSW,0.0,0.0,0.5405405405405406,0.39473684210526316,0.8,0.9,0.2,0.2,113.94000000000001,107.0,102.1,110.72,117.62,99.7,1
2026-03-23,ATL,MEM,1.0,1.0,0.5526315789473685,0.3333333333333333,0.8,0.9,0.2,0.1,117.04,108.75999999999999,102.7,109.44000000000001,122.44000000000001,101.2,1
2023-11-10,BOS,BKN,1.0,1.0,1.0,0.6666666666666666,0.6,0.8,0.6,0.5,117.66000000000001,104.14000000000001,102.806,111.62,112.17999999999999,99.6,1
2023-11-11,BOS,TOR,0.0,2.0,1.0,0.6,0.6,0.8,0.6,0.6,118.62,105.4,101.40599999999999,114.17999999999999,110.62,98.05199999999999,1
2023-11-13,BOS,NYK,1.0,0.0,1.0,0.4,0.6,0.8,0.6,0.5,114.02000000000001,105.14000000000001,99.40599999999999,115.91999999999999,105.75999999999999,97.0,1
2023-11-22,BOS,MIL,1.0,1.0,1.0,0.5,0.8,0.7,1.0,0.8,116.46,111.2,93.96200000000002,128.14000000000001,113.4,101.3,1
2023-11-26,BOS,ATL,1.0,0.0,1.0,0.5555555555555556,0.6,0.7,0.4,0.5,108.16,110.24000000000001,98.46200000000002,127.32000000000001,124.66,102.112,1
2023-11-28,BOS,CHI,1.0,1.0,1.0,0.1,0.6,0.8,0.2,0.2,108.94000000000001,109.82000000000001,98.56200000000001,111.84,122.88000000000002,93.0,1
2023-12-01,BOS,PHI,2.0,1.0,1.0,0.6,0.6,0.8,0.4,0.5,113.08,108.54,99.06200000000001,120.1,114.97999999999999,97.752,1
2023-12-08,BOS,NYK,3.0,2.0,1.0,0.5,0.6,0.7,0.6,0.7,113.88,110.2,100.3,121.1,117.75999999999999,96.9,1
2023-12-12,BOS,CLE,3.0,0.0,1.0,0.5384615384615384,0.8,0.7,0.6,0.6,121.54,112.92,99.9,108.6,106.04,97.7,1
2023-12-14,BOS,CLE,1.0,1.0,1.0,0.5,0.8,0.7,0.6,0.5,123.46000000000001,115.42,99.5,111.9,109.1,98.1,1
2023-12-15,BOS,ORL,0.0,3.0,1.0,0.5833333333333334,0.8,0.7,0.6,0.8,121.54,117.72,99.5,113.72,112.2,99.8,1
2023-12-17,BOS,ORL,1.0,1.0,1.0,0.5384615384615384,0.8,0.8,0.4,0.7,123.12000000000003,117.28,98.6,111.62,114.25999999999999,98.5,1
2023-12-28,BOS,DET,2.0,1.0,1.0,0.16666666666666666,0.8,0.8,0.0,0.0,131.94,114.76000000000002,97.47200000000001,112.74000000000001,125.0,102.2,1
2023-12-29,BOS,TOR,0.0,1.0,1.0,0.35714285714285715,0.8,0.9,0.4,0.3,132.6,117.34,97.424,117.52000000000001,113.2,98.9,1
2024-01-05,BOS,UTA,2.0,1.0,1.0,0.2727272727272727,0.8,0.8,0.8,0.7,124.26000000000002,114.74000000000001,99.652,121.78,111.35999999999999,101.378,1
2024-01-10,BOS,MIN,1.0,0.0,1.0,0.6521739130434783,0.6,0.8,0.4,0.6,122.52000000000001,108.12,103.5,114.35999999999999,110.05999999999999,96.9,1
2024-01-13,BOS,HOU,1.0,0.0,1.0,0.3157894736842105,0.6,0.7,0.4,0.4,117.17999999999999,113.94000000000001,101.23800000000001,108.75999999999999,114.34,99.70599999999999,1
2024-01-17,BOS,SAS,1.0,1.0,1.0,0.22727272727272727,0.6,0.7,0.4,0.3,118.8,116.2,100.73800000000001,117.16,109.14000000000001,102.0,1
2024-01-19,BOS,DEN,1.0,2.0,1.0,0.52,0.8,0.7,0.6,0.6,117.0,110.38,99.83800000000001,123.4,118.8,98.5,0
2024-01-27,BOS,LAC,1.0,0.0,0.9565217391304348,0.5,0.8,0.7,0.8,0.8,122.84,109.25999999999999,96.9,125.14000000000001,115.08,97.9,0
2024-01-29,BOS,NOP,1.0,1.0,0.9166666666666666,0.5416666666666666,0.6,0.7,0.4,0.5,118.75999999999999,112.25999999999999,97.0,117.05999999999999,118.6,101.8,1
2024-01-30,BOS,IND,0.0,1.0,0.92,0.44,0.8,0.7,0.6,0.5,119.82000000000001,111.64000000000001,99.2,119.24000000000001,118.34,100.6,1
2024-02-01,BOS,LAL,1.0,1.0,0.9230769230769231,0.28,0.8,0.8,0.4,0.5,123.78,116.32000000000001,98.0,117.42,123.8,105.32000000000001,0
2024-02-04,BOS,MEM,2.0,1.0,0.8888888888888888,0.4482758620689655,0.6,0.7,0.2,0.4,121.2,117.36000000000001,97.8,105.66,113.52000000000001,97.4,1
2024-02-07,BOS,ATL,2.0,1.0,0.8928571428571429,0.38461538461538464,0.6,0.7,0.8,0.5,117.08,112.04,99.1,127.84,122.46,104.11200000000001,1
2024-02-09,BOS,WAS,1.0,1.0,0.896551724137931,0.25925925925925924,0.8,0.7,0.2,0.2,121.08,111.12,100.5,107.32000000000001,118.16000000000001,101.9,1
2024-02-14,BOS,BKN,0.0,0.0,0.9,0.36,1.0,0.8,0.2,0.4,122.2,109.6,101.0,109.8,117.1,97.0,1
2024-02-27,BOS,PHI,2.0,1.0,0.9032258064516129,0.5714285714285714,1.0,0.9,0.4,0.3,131.42,111.3,92.9,108.5,115.63999999999999,96.5,1
2024-03-01,BOS,DAL,2.0,1.0,0.90625,0.5333333333333333,1.0,0.9,0.6,0.8,131.11999999999998,108.42,94.2,118.55999999999999,115.24000000000001,101.9,1
2024-03-03,BOS,GSW,1.0,1.0,0.9090909090909091,0.6,1.0,1.0,0.8,0.8,134.14000000000001,107.5,95.0,108.67999999999999,103.02000000000001,101.2,1
2024-03-14,BOS,PHX,1.0,2.0,0.9117647058823529,0.6060606060606061,0.6,0.8,0.6,0.5,121.66,112.66,94.6,114.96,113.55999999999999,97.648,1
2024-03-18,BOS,DET,0.0,0.0,0.9142857142857143,0.2,1.0,0.8,0.4,0.4,130.76,110.97999999999999,95.0,106.97999999999999,108.3,102.3,1
2024-03-20,BOS,MIL,1.0,2.0,0.9166666666666666,0.4864864864864865,1.0,0.8,0.6,0.7,131.44,108.7,94.7,121.35999999999999,123.92,97.6,1
2024-04-03,BOS,OKC,1.0,0.0,0.918918918918919,0.5897435897435898,0.6,0.8,0.6,0.7,124.32000000000001,116.38,92.66600000000001,117.47999999999999,112.78,98.578,1
2024-04-05,BOS,SAC,1.0,0.0,0.9210526315789473,0.5121951219512195,0.6,0.8,0.4,0.6,124.32000000000001,111.66,94.266,114.08,117.2,95.5,1
2024-04-07,BOS,POR,1.0,1.0,0.9230769230769231,0.24390243902439024,0.8,0.8,0.4,0.2,120.94000000000001,107.46000000000001,94.16600000000001,99.74,112.62,98.0,1
2024-04-11,BOS,NYK,1.0,1.0,0.925,0.5365853658536586,0.8,0.7,0.6,0.6,119.67999999999999,108.1,95.1,120.91999999999999,115.8,94.8,0
